rank,code,name,industry,price,pct_change,amount,total_score,raw_score,entry_bonus,flow_score,sector_score,tech_score,trend_score,volume_score,dmi_score,macd_score,expma_score,money_flow_score,leading_score,context_score,event_score,event_count,event_note,event_titles,margin_score,margin_balance_change_pct,margin_net_buy,margin_note,lhb_score,lhb_count,lhb_net_buy,lhb_note,context_note,selection_reason,watch_reason,buy_action,buy_trigger,buy_avoid_rules,max_open_gap_pct,max_buy_price,pullback_buy_price,invalid_below_price,trend_quality_score,trend_persistence_score,ma20_slope_score,ma20_distance_score,adx,plus_di,minus_di,pdi_mdi_diff,vol_ratio,close_ma21_ratio,close_ma20_ratio,above_ma20_days_20,ma20_slope_10_pct,ma20_slope_20_pct,trend_quality_pass,current_above_ma20,ma20_not_overheated,ma3_ma5_ratio,expma_ratio,macd_diff,macd_dea,macd_hist,main_net_amount,main_net_ratio,sector_rank_pct,stock_rank_in_sector,amount_ok,fund_ok,sector_hot,leading_stock,consecutive_up,consecutive_down,entry_label,planned_holding_days,stop_loss_price,take_profit_1_price,take_profit_2_price,trailing_stop_price,risk_reward_ratio,exit_strategy,exit_signal,exit_note,day1_stop_loss_price,day1_take_profit_price,day1_exit_plan,day2_stop_loss_price,day2_take_profit_price,day2_exit_plan,day3_stop_loss_price,day3_take_profit_price,day3_exit_plan
11,603257,中国瑞林,,77.99,4.07,230457993.0,79.52,79.52,0,9.09,10.0,24.12,15.0,5.55,15.0,8.0,10.0,9.09,5.08,1.8,0.0,2,近期公告中性,中国瑞林:2025年年度权益分派实施公告；中国瑞林:关于使用部分闲置募集资金进行现金管理的进展公告,1.8,4.49,2213726.0,融资余额上升4.5%,0.0,0,0.0,近期未上龙虎榜,近期公告中性；融资余额上升4.5%；近期未上龙虎榜,趋势质量较好；20日多数站上MA20；MA20斜率上行；DMI趋势偏强；MACD动能确认,短线已有涨幅，避免高开追入,轻仓观察,T+1不涨停、不停牌；开盘高开不超过2.0%且价格≤79.55；盘中回踩73.81附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过2.0%不追；跌破76.82或开盘后放量走弱不买；成交额明显不足不买。,2.0,79.55,73.81,76.82,15.0,6.0,5.0,2.69,46.8,33.37,4.54,28.83,1.39,0.138089,1.132366,20,8.5742,9.9215,True,True,True,0.01605,0.057936,2.533133,2.012896,1.040474,59818173.0,0.259562,0.4923,0.4923,True,True,False,False,2,0,🟠 连涨2天，注意节奏,3,72.53,86.72,92.18,74.16,1.6,3日趋势观察，破短均退出,3日短线计划；T+1看82.90/止损75.26；T+2看84.54/止损73.84；T+3看86.72/止损74.16,参考信号日收盘价77.99，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,75.26,82.9,T+1：冲到82.90先减仓，跌破75.26止损；若高开低走不恋战,73.84,84.54,T+2：未突破84.54且量能转弱则减仓，跌破73.84退出,74.16,86.72,T+3：到86.72分批止盈，跌破74.16或MA5失守退出
12,000920,沃顿科技,,16.46,4.84,784729058.0,78.24,84.24,-6,5.34,15.0,33.13,14.0,10.0,9.7,15.0,10.0,5.34,6.0,-0.8,-0.8,7,"公告偏风险(0个负面关键词, 1个异动/风险词)",沃顿科技:股票交易异常波动的公告；沃顿科技:2026年6月26日投资者关系活动记录表；沃顿科技:2026年6月17日投资者关系活动记录表,0.0,0.0,0.0,无两融数据,0.0,0,0.0,近期未上龙虎榜,"公告偏风险(0个负面关键词, 1个异动/风险词)；无两融数据；近期未上龙虎榜",趋势质量较好；20日多数站上MA20；MA20斜率上行；量能放大；MACD动能确认,短线已有涨幅，避免高开追入；偏离MA20较大；事件/两融/龙虎榜偏负,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤16.71；盘中回踩14.59附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破16.21或开盘后放量走弱不买；成交额明显不足不买。,1.5,16.71,14.59,16.21,14.0,6.0,5.0,0.0,34.4,41.48,10.49,30.99,2.91,0.200167,1.193835,20,11.3467,18.2867,False,True,False,0.047919,0.069575,0.607029,0.406622,0.400813,60428638.0,0.077006,0.4,0.4,True,True,False,False,3,0,🟠 连涨多日，等回调再入,1,15.31,18.3,19.7,15.31,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看17.50/止损15.88；T+2看17.84/止损15.31；T+3看18.30/止损15.31,参考信号日收盘价16.46，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,15.88,17.5,T+1：冲到17.50先减仓，跌破15.88止损；若高开低走不恋战,15.31,17.84,T+2：未突破17.84且量能转弱则减仓，跌破15.31退出,15.31,18.3,T+3：到18.30分批止盈，跌破15.31或MA5失守退出
13,603290,斯达半导,,152.94,10.0,2558772912.0,77.38,81.38,-4,4.23,20.0,24.34,9.43,6.15,15.0,8.0,10.0,4.23,8.77,-0.2,0.0,10,近期公告中性,斯达半导:斯达半导体股份有限公司募集资金置换专项鉴证报告；斯达半导:中信证券股份有限公司关于斯达半导体股份有限公司使用募集资金向子公司增资以实施募投项目暨关联交易的核查意见；斯达半导:关于使用募集资金置换预先投入募投项目及已支付发行费用的自筹资金的公告,-0.2,-1.68,57755752.0,融资余额下降-1.7%,0.0,0,0.0,近期未上龙虎榜,近期公告中性；融资余额下降-1.7%；近期未上龙虎榜,DMI趋势偏强；量能放大；MACD动能确认；资金净流入；板块相对靠前,短线已有涨幅，避免高开追入；当日涨幅较高；偏离MA20较大；事件/两融/龙虎榜偏负,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤155.23；盘中回踩141.45附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破150.65或开盘后放量走弱不买；成交额明显不足不买。,1.5,155.23,141.45,150.65,9.43,3.0,3.43,0.0,63.3,37.07,2.94,34.13,1.54,0.225846,1.222097,10,2.7429,2.402,False,True,False,0.012914,0.074519,6.680458,5.468993,2.422931,59604917.0,0.023294,0.1231,0.1231,True,True,True,True,1,0,🟠 远离均线，不宜追高,1,142.23,170.07,180.78,143.11,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看162.58/止损147.59；T+2看165.79/止损142.29；T+3看170.07/止损143.11,参考信号日收盘价152.94，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,147.59,162.58,T+1：冲到162.58先减仓，跌破147.59止损；若高开低走不恋战,142.29,165.79,T+2：未突破165.79且量能转弱则减仓，跌破142.29退出,143.11,170.07,T+3：到170.07分批止盈，跌破143.11或MA5失守退出
14,603019,中科曙光,,107.23,10.0,15352471642.0,76.87,80.87,-4,8.26,20.0,21.81,5.4,8.51,13.27,8.0,10.0,8.26,9.23,-1.8,-3.0,7,"公告偏风险(2个负面关键词, 0个异动/风险词)",中科曙光:中科曙光关于向不特定对象发行可转换公司债券申请获得中国证券监督管理委员会同意注册批复的公告；关于同意曙光信息产业股份有限公司向不特定对象发行可转换公司债券注册的批复；中科曙光:中科曙光董事、高级管理人员提前终止减持计划暨减持股份结果公告,1.2,8.97,-7394146.0,融资余额上升9.0%,0.0,0,0.0,近期未上龙虎榜,"公告偏风险(2个负面关键词, 0个异动/风险词)；融资余额上升9.0%；近期未上龙虎榜",DMI趋势偏强；量能放大；MACD动能确认；资金净流入；板块相对靠前,短线已有涨幅，避免高开追入；当日涨幅较高；偏离MA20较大；事件/两融/龙虎榜偏负,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤108.84；盘中回踩98.08附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破105.62或开盘后放量走弱不买；成交额明显不足不买。,1.5,108.84,98.08,105.62,5.4,2.4,0.0,0.0,41.5,44.79,13.8,30.99,2.13,0.223003,1.221417,8,-0.2947,-7.9787,False,True,False,0.031981,0.059681,4.69073,2.994288,3.392885,3364352816.0,0.219141,0.0769,0.0769,True,True,True,True,1,0,🟠 远离均线，不宜追高,1,99.72,119.24,126.75,101.92,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看113.99/止损103.48；T+2看116.24/止损101.48；T+3看119.24/止损101.92,参考信号日收盘价107.23，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,103.48,113.99,T+1：冲到113.99先减仓，跌破103.48止损；若高开低走不恋战,101.48,116.24,T+2：未突破116.24且量能转弱则减仓，跌破101.48退出,101.92,119.24,T+3：到119.24分批止盈，跌破101.92或MA5失守退出
15,603991,领先股份,,141.15,10.0,1075425025.0,76.82,80.82,-4,7.63,20.0,19.46,11.9,7.08,7.29,8.0,10.0,7.63,8.92,0.0,0.0,5,近期公告中性,领先股份:华泰联合证券有限责任公司关于深圳市领先半导体科技产业股份有限公司重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易之部分限售股上市流通的核查意见；领先股份:重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易之部分限售股上市流通的公告；领先股份:关于变更公司注册地址并完成工商变更登记及变更办公地址的公告,0.0,0.0,0.0,无两融数据,0.0,0,0.0,近期未上龙虎榜,近期公告中性；无两融数据；近期未上龙虎榜,趋势质量较好；MA20斜率上行；量能放大；MACD动能确认；资金净流入,短线已有涨幅，避免高开追入；当日涨幅较高；偏离MA20较大,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤143.27；盘中回踩129.20附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破139.03或开盘后放量走弱不买；成交额明显不足不买。,1.5,143.27,129.2,139.03,11.9,3.9,5.0,0.0,29.6,40.68,15.32,25.36,1.77,0.182826,1.180036,13,5.6866,0.3528,False,True,False,0.011088,0.054639,4.416598,3.816709,1.199778,202498804.0,0.188297,0.1077,0.1077,True,True,True,True,2,0,🟠 远离均线，不宜追高,1,131.27,156.96,167.22,131.27,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看150.04/止损136.21；T+2看153.01/止损131.27；T+3看156.96/止损131.27,参考信号日收盘价141.15，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,136.21,150.04,T+1：冲到150.04先减仓，跌破136.21止损；若高开低走不恋战,131.27,153.01,T+2：未突破153.01且量能转弱则减仓，跌破131.27退出,131.27,156.96,T+3：到156.96分批止盈，跌破131.27或MA5失守退出
16,603983,丸美生物,,28.14,10.01,418502348.0,76.81,80.81,-4,9.27,20.0,29.25,3.6,10.0,10.4,8.0,10.0,9.27,9.54,0.0,0.0,0,近期无重大公告,,0.0,0.0,0.0,无两融数据,0.0,0,0.0,近期未上龙虎榜,近期无重大公告；无两融数据；近期未上龙虎榜,DMI趋势偏强；量能放大；MACD动能确认；资金净流入；板块相对靠前,短线已有涨幅，避免高开追入；当日涨幅较高；偏离MA20较大,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤28.56；盘中回踩23.97附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破27.72或开盘后放量走弱不买；成交额明显不足不买。,1.5,28.56,23.97,27.72,3.6,0.6,0.0,0.0,35.8,57.26,9.9,47.36,4.74,0.233386,1.237494,2,-1.7944,-7.7037,False,True,False,0.052251,0.040505,1.033542,0.330827,1.405429,112311008.0,0.268364,0.0462,0.0462,True,True,True,True,2,0,🟠 远离均线，不宜追高,1,26.17,31.29,33.26,26.66,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看29.91/止损27.16；T+2看30.50/止损26.54；T+3看31.29/止损26.66,参考信号日收盘价28.14，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,27.16,29.91,T+1：冲到29.91先减仓，跌破27.16止损；若高开低走不恋战,26.54,30.5,T+2：未突破30.50且量能转弱则减仓，跌破26.54退出,26.66,31.29,T+3：到31.29分批止盈，跌破26.66或MA5失守退出
17,600630,龙头股份,,9.74,1.14,377451650.0,76.56,76.56,0,25.0,5.0,18.65,15.0,5.04,9.17,8.0,10.0,25.0,2.15,-2.8,0.0,1,近期公告中性,龙头股份:龙头股份2025年年度股东会会议资料,-2.8,-7.56,-485356.0,融资余额下降-7.6%,0.0,0,0.0,近期未上龙虎榜,近期公告中性；融资余额下降-7.6%；近期未上龙虎榜,趋势质量较好；20日多数站上MA20；MA20斜率上行；MACD动能确认；资金净流入,短线已有涨幅，避免高开追入；事件/两融/龙虎榜偏负,轻仓观察,T+1不涨停、不停牌；开盘高开不超过2.0%且价格≤9.93；盘中回踩9.57附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过2.0%不追；跌破9.59或开盘后放量走弱不买；成交额明显不足不买。,2.0,9.93,9.57,9.59,15.0,5.7,5.0,3.75,33.3,29.06,12.59,16.48,1.26,0.096553,1.090034,19,8.711,11.5404,True,True,True,0.003064,0.052101,0.274439,0.258098,0.032681,389672152.0,1.032376,0.7846,0.7846,True,True,False,False,2,0,🟠 连涨2天，注意节奏,2,9.06,10.83,11.51,9.38,1.6,2日短线跟踪，按纪律退出,2日短线计划；T+1看10.35/止损9.40；T+2看10.56/止损9.43；T+3看10.83/止损9.38,参考信号日收盘价9.74，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,9.4,10.35,T+1：冲到10.35先减仓，跌破9.40止损；若高开低走不恋战,9.43,10.56,T+2：未突破10.56且量能转弱则减仓，跌破9.43退出,9.38,10.83,T+3：到10.83分批止盈，跌破9.38或MA5失守退出
18,000017,深中华A,,6.12,10.07,180305506.0,75.47,79.47,-4,7.94,20.0,32.0,5.8,10.0,9.66,8.0,8.22,7.94,9.85,0.0,0.0,6,近期公告中性,深中华A:2025年度股东会法律意见书；深中华A:2025年度股东会决议公告；深中华A:第十一届董事会第二十六次(临时)会议决议公告,0.0,0.0,0.0,无两融数据,0.0,0,0.0,近期未上龙虎榜,近期公告中性；无两融数据；近期未上龙虎榜,量能放大；MACD动能确认；资金净流入；板块相对靠前,短线已有涨幅，避免高开追入；当日涨幅较高；偏离MA20较大,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤6.21；盘中回踩5.41附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破6.03或开盘后放量走弱不买；成交额明显不足不买。,1.5,6.21,5.41,6.03,5.8,0.9,0.0,1.9,34.3,49.85,11.76,38.09,3.17,0.160871,1.164162,3,-2.7022,-11.0415,False,True,True,0.02981,0.014071,0.134033,0.025933,0.2162,36732449.0,0.203723,0.0154,0.0154,True,True,True,True,2,0,🟠 远离均线，不宜追高,1,5.69,6.81,7.23,5.8,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看6.51/止损5.91；T+2看6.63/止损5.77；T+3看6.81/止损5.80,参考信号日收盘价6.12，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,5.91,6.51,T+1：冲到6.51先减仓，跌破5.91止损；若高开低走不恋战,5.77,6.63,T+2：未突破6.63且量能转弱则减仓，跌破5.77退出,5.8,6.81,T+3：到6.81分批止盈，跌破5.80或MA5失守退出
19,603726,朗迪集团,,34.25,5.87,709602045.0,74.55,80.55,-6,6.77,15.0,19.5,8.55,10.0,15.0,8.0,10.0,6.77,7.23,0.0,0.0,3,近期公告中性,朗迪集团:2025年年度权益分派实施公告；朗迪集团:北京大成(上海)律师事务所关于浙江朗迪集团股份有限公司差异化分红事项的法律意见书；朗迪集团:关于公司及全资子公司提供担保的进展公告,0.0,0.0,0.0,无两融数据,0.0,0,0.0,近期未上龙虎榜,近期公告中性；无两融数据；近期未上龙虎榜,DMI趋势偏强；量能放大；MACD动能确认；资金净流入；板块相对靠前,短线已有涨幅，避免高开追入；偏离MA20较大,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤34.76；盘中回踩30.85附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破33.74或开盘后放量走弱不买；成交额明显不足不买。,1.5,34.76,30.85,33.74,8.55,3.3,2.25,0.0,55.0,52.19,3.89,48.3,3.12,0.235549,1.233545,11,1.8021,-0.0864,False,True,False,0.034278,0.071014,1.523032,1.011576,1.022911,104229809.0,0.146885,0.2769,0.2769,True,True,False,False,3,0,🟠 连涨多日，等回调再入,1,31.85,38.09,40.48,32.22,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看36.41/止损33.05；T+2看37.13/止损32.05；T+3看38.09/止损32.22,参考信号日收盘价34.25，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,33.05,36.41,T+1：冲到36.41先减仓，跌破33.05止损；若高开低走不恋战,32.05,37.13,T+2：未突破37.13且量能转弱则减仓，跌破32.05退出,32.22,38.09,T+3：到38.09分批止盈，跌破32.22或MA5失守退出
20,000566,海南海药,,4.99,9.91,893900754.0,74.3,78.3,-4,9.64,15.0,28.11,4.8,10.0,15.0,8.0,10.0,9.64,8.46,-2.6,-0.8,8,"公告偏风险(0个负面关键词, 1个异动/风险词)",海南海药:关于股票交易异常波动公告；海南海药:关于董事辞职的公告；海南海药:上海市锦天城(深圳)律师事务所关于海南海药股份有限公司2026年第二次临时股东会的法律意见书,-1.8,-3.86,-3724028.0,融资余额下降-3.9%,0.0,0,0.0,近期未上龙虎榜,"公告偏风险(0个负面关键词, 1个异动/风险词)；融资余额下降-3.9%；近期未上龙虎榜",DMI趋势偏强；量能放大；MACD动能确认；资金净流入；板块相对靠前,短线已有涨幅，避免高开追入；当日涨幅较高；偏离MA20较大；事件/两融/龙虎榜偏负,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤5.06；盘中回踩4.59附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破4.92或开盘后放量走弱不买；成交额明显不足不买。,1.5,5.06,4.59,4.92,4.8,1.8,0.0,0.0,47.3,47.25,20.8,26.46,2.59,0.223896,1.225442,6,-0.2083,-10.5153,False,True,False,0.007549,0.05158,0.222029,0.130407,0.183244,255703704.0,0.286054,0.1538,0.1538,True,True,True,True,2,0,🟠 远离均线，不宜追高,1,4.64,5.55,5.9,4.65,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看5.30/止损4.82；T+2看5.41/止损4.64；T+3看5.55/止损4.65,参考信号日收盘价4.99，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,4.82,5.3,T+1：冲到5.30先减仓，跌破4.82止损；若高开低走不恋战,4.64,5.41,T+2：未突破5.41且量能转弱则减仓，跌破4.64退出,4.65,5.55,T+3：到5.55分批止盈，跌破4.65或MA5失守退出
